Sales Person,Product,Country,Date,Amount,Boxes,Order Status
Kaine Padly,Caramel Stuffed Bars,Australia,16-Feb-23,4828.5,255,Delivered
Gigi Bohling,White Choc,USA,16-Feb-23,7704,351,Delivered
Husein Augar,50% Dark Bites,UK,16-Feb-23,6543,385,Delivered
Gunar Cockshoot,Mint Chip Choco,USA,16-Feb-23,4797,437,Delivered
Jan Morforth,50% Dark Bites,India,17-Feb-23,3561.75,210,Delivered
Roddy Speechley,Smooth Silky Salty,UK,17-Feb-23,1408.5,202,Delivered
Beverie Moffet,Raspberry Choco,UK,17-Feb-23,23107.5,2568,Delivered
Karlen McCaffrey,99% Dark & Pure,India,17-Feb-23,7312.5,366,Delivered
Gigi Bohling,Raspberry Choco,India,17-Feb-23,2520,420,Delivered
Gigi Bohling,50% Dark Bites,UK,20-Feb-23,1863,85,Delivered
Andria Kimpton,Choco Coated Almonds,UK,20-Feb-23,3480.75,249,Delivered
Madelene Upcott,Mint Chip Choco,Australia,20-Feb-23,2430,174,Delivered
Brien Boise,Choco Coated Almonds,USA,20-Feb-23,4320,309,Delivered
Madelene Upcott,After Nines,New Zealand,20-Feb-23,6887.25,627,Delivered
Brien Boise,Choco Coated Almonds,UK,20-Feb-23,3429,286,Delivered
Jehu Rudeforth,99% Dark & Pure,Canada,20-Feb-23,5001.75,228,Delivered
Andria Kimpton,Manuka Honey Choco,UK,20-Feb-23,7456.5,373,Delivered
Barr Faughny,99% Dark & Pure,UK,20-Feb-23,7272,364,Delivered
Beverie Moffet,50% Dark Bites,UK,20-Feb-23,3118.5,184,Delivered
Beverie Moffet,White Choc,India,20-Feb-23,4878,196,Delivered
Roddy Speechley,Organic Choco Syrup,USA,20-Feb-23,15455.25,736,Delivered
Beverie Moffet,Mint Chip Choco,India,21-Feb-23,9765,888,Delivered
Marney O'Breen,Organic Choco Syrup,UK,21-Feb-23,648,31,Delivered
Barr Faughny,Smooth Silky Salty,India,21-Feb-23,13252.5,1894,Delivered
Karlen McCaffrey,Orange Choco,Australia,21-Feb-23,7132.5,714,Delivered
Brien Boise,Raspberry Choco,India,21-Feb-23,3233.25,324,Delivered
Madelene Upcott,Drinking Coco,USA,21-Feb-23,5197.5,473,Delivered
Gunar Cockshoot,85% Dark Bars,Canada,21-Feb-23,2576.25,118,Delivered
Roddy Speechley,White Choc,USA,21-Feb-23,3903.75,186,Delivered
Van Tuxwell,Mint Chip Choco,USA,22-Feb-23,2790,233,Delivered
Husein Augar,50% Dark Bites,USA,22-Feb-23,1579.5,76,Delivered
Andria Kimpton,Manuka Honey Choco,Australia,22-Feb-23,13990.5,737,Delivered
Camilla Castle,Baker's Choco Chips,USA,22-Feb-23,9276.75,516,Delivered
Andria Kimpton,Fruit & Nut Bars,USA,22-Feb-23,6131.25,256,Delivered
Dotty Strutley,Organic Choco Syrup,New Zealand,22-Feb-23,2391.75,114,Delivered
Ches Bonnell,Organic Choco Syrup,UK,22-Feb-23,11369.25,517,Delivered
Jan Morforth,Smooth Silky Salty,UK,22-Feb-23,8311.5,1188,Delivered
Van Tuxwell,Choco Coated Almonds,India,22-Feb-23,1984.5,199,Delivered
Van Tuxwell,Mint Chip Choco,UK,22-Feb-23,5339.25,411,Delivered
Curtice Advani,Caramel Stuffed Bars,Australia,22-Feb-23,10719,565,Delivered
Dotty Strutley,Smooth Silky Salty,India,23-Feb-23,19014.75,2113,Delivered
Andria Kimpton,Eclairs,UK,23-Feb-23,481.5,25,Delivered
Madelene Upcott,After Nines,Australia,23-Feb-23,6075,434,Delivered
Marney O'Breen,Choco Coated Almonds,New Zealand,23-Feb-23,4430.25,444,Delivered
Gunar Cockshoot,Raspberry Choco,UK,23-Feb-23,2857.5,477,Delivered
Kelci Walkden,70% Dark Bites,UK,23-Feb-23,9047.25,566,Delivered
Gunar Cockshoot,Eclairs,India,23-Feb-23,2216.25,106,Delivered
Marney O'Breen,50% Dark Bites,UK,23-Feb-23,10458,523,Delivered
Dennison Crosswaite,70% Dark Bites,UK,23-Feb-23,139.5,8,Delivered
Gunar Cockshoot,Spicy Special Slims,UK,23-Feb-23,4439.25,262,Delivered
Jan Morforth,Eclairs,USA,24-Feb-23,5035.5,252,Delivered
Marney O'Breen,Spicy Special Slims,UK,27-Feb-23,4878,305,Delivered
Kelci Walkden,Mint Chip Choco,Australia,27-Feb-23,254.25,29,Delivered
Curtice Advani,50% Dark Bites,UK,27-Feb-23,3638.25,192,Delivered
Gigi Bohling,Drinking Coco,USA,27-Feb-23,5170.5,471,Delivered
Roddy Speechley,Manuka Honey Choco,Australia,27-Feb-23,1705.5,78,Delivered
Roddy Speechley,99% Dark & Pure,India,27-Feb-23,5814,265,Delivered
Gunar Cockshoot,Milk Bars,UK,27-Feb-23,108,7,Delivered
Gunar Cockshoot,70% Dark Bites,USA,27-Feb-23,2207.25,138,Delivered
Dotty Strutley,Smooth Silky Salty,Canada,28-Feb-23,21780,2723,Delivered
Wilone O'Kielt,Peanut Butter Cubes,New Zealand,28-Feb-23,4430.25,222,Delivered
Jehu Rudeforth,Spicy Special Slims,India,28-Feb-23,11362.5,711,Delivered
Husein Augar,Raspberry Choco,India,28-Feb-23,1536.75,154,Delivered
Madelene Upcott,Spicy Special Slims,UK,28-Feb-23,3829.5,202,Delivered
Brien Boise,White Choc,New Zealand,28-Feb-23,7407,297,Delivered
Curtice Advani,Organic Choco Syrup,India,28-Feb-23,7654.5,426,Delivered
Dotty Strutley,Caramel Stuffed Bars,New Zealand,28-Feb-23,4637.25,273,Delivered
Van Tuxwell,Drinking Coco,India,28-Feb-23,5629.5,704,Cancelled
Jehu Rudeforth,99% Dark & Pure,India,01-Mar-23,7677,384,Cancelled
Kelci Walkden,Peanut Butter Cubes,USA,01-Mar-23,8282.25,436,Delivered
Gunar Cockshoot,Orange Choco,New Zealand,01-Mar-23,5310,483,Delivered
Gunar Cockshoot,Eclairs,Australia,01-Mar-23,3809.25,201,Delivered
Kaine Padly,Orange Choco,India,01-Mar-23,6606,1101,Delivered
Gigi Bohling,Organic Choco Syrup,USA,01-Mar-23,14829.75,742,Delivered
Gunar Cockshoot,Mint Chip Choco,Australia,01-Mar-23,301.5,31,Delivered
Beverie Moffet,Smooth Silky Salty,UK,01-Mar-23,2940.75,295,Delivered
Husein Augar,Eclairs,India,01-Mar-23,1413,79,Delivered
Gunar Cockshoot,Eclairs,USA,02-Mar-23,4680,213,Delivered
Camilla Castle,Peanut Butter Cubes,Canada,02-Mar-23,9139.5,381,Delivered
Dotty Strutley,Baker's Choco Chips,New Zealand,02-Mar-23,4473,264,Delivered
Oby Sorrel,Mint Chip Choco,USA,02-Mar-23,7249.5,558,Delivered
Dotty Strutley,Mint Chip Choco,UK,02-Mar-23,4909.5,546,Delivered
Barr Faughny,Raspberry Choco,USA,02-Mar-23,1190.25,133,Delivered
Madelene Upcott,Peanut Butter Cubes,USA,02-Mar-23,9733.5,424,Delivered
Gunar Cockshoot,Mint Chip Choco,India,02-Mar-23,243,21,Delivered
Beverie Moffet,Peanut Butter Cubes,USA,02-Mar-23,8124.75,407,Delivered
Wilone O'Kielt,Eclairs,New Zealand,02-Mar-23,5364,244,Delivered
Mallorie Waber,Eclairs,Canada,02-Mar-23,3685.5,176,Delivered
Curtice Advani,Orange Choco,UK,02-Mar-23,6635.25,948,Delivered
Dennison Crosswaite,Manuka Honey Choco,UK,02-Mar-23,7773.75,432,Delivered
Marney O'Breen,Choco Coated Almonds,India,02-Mar-23,958.5,80,Delivered
Kelci Walkden,White Choc,Canada,02-Mar-23,5258.25,220,Delivered
Brien Boise,Choco Coated Almonds,New Zealand,03-Mar-23,7431.75,620,Cancelled
Wilone O'Kielt,Mint Chip Choco,USA,03-Mar-23,2182.5,182,Delivered
Andria Kimpton,Almond Choco,UK,03-Mar-23,9695.25,1212,Delivered
Curtice Advani,Organic Choco Syrup,Canada,03-Mar-23,10712.25,536,Delivered
Karlen McCaffrey,Baker's Choco Chips,USA,03-Mar-23,3375,178,Delivered
Gunar Cockshoot,Baker's Choco Chips,UK,03-Mar-23,10332,517,Delivered
Kelci Walkden,99% Dark & Pure,Australia,03-Mar-23,8109,353,Delivered
Gunar Cockshoot,Raspberry Choco,UK,03-Mar-23,8518.5,852,Delivered
Gunar Cockshoot,99% Dark & Pure,UK,03-Mar-23,729,39,Delivered
Ches Bonnell,Manuka Honey Choco,New Zealand,03-Mar-23,2706.75,124,Delivered
Husein Augar,Almond Choco,New Zealand,03-Mar-23,3260.25,272,Delivered
Van Tuxwell,Choco Coated Almonds,Canada,03-Mar-23,5733,522,Delivered
Jehu Rudeforth,Raspberry Choco,Australia,03-Mar-23,6882.75,689,Delivered
Kelci Walkden,Mint Chip Choco,UK,03-Mar-23,5944.5,661,Delivered
Roddy Speechley,Manuka Honey Choco,Canada,06-Mar-23,783,38,Delivered
Marney O'Breen,Choco Coated Almonds,UK,06-Mar-23,8898.75,809,Delivered
Brien Boise,Drinking Coco,Canada,06-Mar-23,5692.5,633,Delivered
Wilone O'Kielt,Fruit & Nut Bars,Australia,06-Mar-23,3818.25,160,Delivered
Andria Kimpton,Eclairs,Australia,06-Mar-23,1975.5,86,Delivered
Oby Sorrel,Baker's Choco Chips,New Zealand,07-Mar-23,1734.75,87,Delivered
Madelene Upcott,99% Dark & Pure,New Zealand,07-Mar-23,6066,304,Delivered
Kelci Walkden,Manuka Honey Choco,India,07-Mar-23,9551.25,455,Delivered
Roddy Speechley,Smooth Silky Salty,India,07-Mar-23,15138,2163,Delivered
Brien Boise,Mint Chip Choco,Australia,07-Mar-23,1786.5,138,Delivered
Dotty Strutley,70% Dark Bites,New Zealand,08-Mar-23,1705.5,90,Cancelled
Brien Boise,Eclairs,New Zealand,08-Mar-23,3361.5,169,Delivered
Wilone O'Kielt,Peanut Butter Cubes,UK,08-Mar-23,5580,243,Delivered
Barr Faughny,Choco Coated Almonds,Australia,08-Mar-23,5294.25,442,Delivered
Husein Augar,Peanut Butter Cubes,Australia,08-Mar-23,6680.25,304,Delivered
Andria Kimpton,99% Dark & Pure,UK,08-Mar-23,5942.25,283,Delivered
Madelene Upcott,Smooth Silky Salty,UK,08-Mar-23,2799,234,Delivered
Husein Augar,Raspberry Choco,Canada,09-Mar-23,4986,998,Delivered
Madelene Upcott,Baker's Choco Chips,India,09-Mar-23,7614,476,Delivered
Barr Faughny,99% Dark & Pure,UK,09-Mar-23,9499.5,475,Delivered
Jan Morforth,Fruit & Nut Bars,USA,09-Mar-23,1561.5,63,Delivered
Barr Faughny,99% Dark & Pure,Australia,09-Mar-23,10053,438,Delivered
Marney O'Breen,Organic Choco Syrup,UK,09-Mar-23,4590,242,Delivered
Barr Faughny,Drinking Coco,USA,09-Mar-23,4898.25,409,Cancelled
Madelene Upcott,Manuka Honey Choco,Australia,09-Mar-23,5580,279,Delivered
Madelene Upcott,Milk Bars,USA,09-Mar-23,236.25,12,Cancelled
Ches Bonnell,70% Dark Bites,UK,09-Mar-23,2479.5,138,Delivered
Curtice Advani,Caramel Stuffed Bars,Australia,09-Mar-23,8961.75,528,Delivered
Van Tuxwell,Almond Choco,UK,09-Mar-23,859.5,86,Delivered
Brien Boise,Smooth Silky Salty,USA,09-Mar-23,10354.5,1151,Cancelled
Van Tuxwell,Eclairs,New Zealand,09-Mar-23,249.75,11,Delivered
Gigi Bohling,Choco Coated Almonds,USA,09-Mar-23,166.5,12,Delivered
Madelene Upcott,70% Dark Bites,USA,09-Mar-23,5598,280,Delivered
Andria Kimpton,Drinking Coco,Canada,10-Mar-23,6072.75,608,Delivered
Beverie Moffet,Choco Coated Almonds,Australia,10-Mar-23,5593.5,509,Delivered
Brien Boise,Baker's Choco Chips,UK,10-Mar-23,5530.5,326,Delivered
Camilla Castle,White Choc,USA,10-Mar-23,5883.75,268,Delivered
Husein Augar,Peanut Butter Cubes,USA,13-Mar-23,9506.25,433,Delivered
Beverie Moffet,Baker's Choco Chips,UK,13-Mar-23,3253.5,181,Delivered
Beverie Moffet,Eclairs,USA,13-Mar-23,5933.25,330,Delivered
Wilone O'Kielt,Baker's Choco Chips,UK,13-Mar-23,3145.5,186,Cancelled
Marney O'Breen,Mint Chip Choco,New Zealand,13-Mar-23,2166.75,241,Delivered
Andria Kimpton,Baker's Choco Chips,Canada,13-Mar-23,9272.25,516,Delivered
Gigi Bohling,70% Dark Bites,UK,13-Mar-23,4565.25,286,Delivered
Van Tuxwell,Raspberry Choco,USA,14-Mar-23,4837.5,692,Delivered
Wilone O'Kielt,Spicy Special Slims,USA,14-Mar-23,2571.75,129,Delivered
Husein Augar,Mint Chip Choco,UK,14-Mar-23,1667.25,120,Delivered
Kelci Walkden,Choco Coated Almonds,UK,14-Mar-23,4207.5,301,Delivered
Kelci Walkden,Eclairs,UK,15-Mar-23,4835.25,211,Delivered
Andria Kimpton,50% Dark Bites,UK,15-Mar-23,1892.25,106,Delivered
Barr Faughny,70% Dark Bites,USA,15-Mar-23,7805.25,391,Cancelled
Barr Faughny,Choco Coated Almonds,UK,15-Mar-23,7805.25,781,Delivered
Husein Augar,Organic Choco Syrup,India,15-Mar-23,4554,228,Delivered
Van Tuxwell,Mint Chip Choco,UK,15-Mar-23,3154.5,226,Delivered
Curtice Advani,Peanut Butter Cubes,USA,16-Mar-23,3888,205,Delivered
Gunar Cockshoot,99% Dark & Pure,Australia,16-Mar-23,9666,403,Delivered
Van Tuxwell,Orange Choco,Australia,16-Mar-23,8923.5,1488,Delivered
Roddy Speechley,Organic Choco Syrup,USA,16-Mar-23,7353,320,Delivered
Jehu Rudeforth,Peanut Butter Cubes,New Zealand,16-Mar-23,3397.5,179,Delivered
Madelene Upcott,Organic Choco Syrup,Canada,16-Mar-23,5274,240,Cancelled
Mallorie Waber,Peanut Butter Cubes,Australia,16-Mar-23,7436.25,355,Delivered
Dotty Strutley,Fruit & Nut Bars,Canada,16-Mar-23,10026,418,Delivered
Gunar Cockshoot,Organic Choco Syrup,UK,16-Mar-23,670.5,34,Cancelled
Brien Boise,Drinking Coco,Canada,16-Mar-23,6142.5,473,Delivered
Brien Boise,Peanut Butter Cubes,USA,16-Mar-23,2506.5,105,Delivered
Mallorie Waber,White Choc,UK,16-Mar-23,3838.5,160,Cancelled
Dotty Strutley,70% Dark Bites,USA,16-Mar-23,1343.25,71,Delivered
Karlen McCaffrey,Eclairs,UK,16-Mar-23,6284.25,286,Delivered
Dennison Crosswaite,70% Dark Bites,India,16-Mar-23,2661.75,167,Delivered
Madelene Upcott,Orange Choco,USA,16-Mar-23,16017.75,2289,Delivered
Husein Augar,Smooth Silky Salty,USA,16-Mar-23,3505.5,351,Delivered
Curtice Advani,Orange Choco,New Zealand,17-Mar-23,4509,752,Delivered
Gigi Bohling,Orange Choco,India,17-Mar-23,5294.25,662,Delivered
Marney O'Breen,White Choc,UK,17-Mar-23,6005.25,301,Delivered
Brien Boise,Baker's Choco Chips,UK,17-Mar-23,7962.75,399,Delivered
Barr Faughny,Drinking Coco,India,17-Mar-23,5595.75,622,Delivered
Rafaelita Blaksland,Fruit & Nut Bars,India,17-Mar-23,3395.25,142,Delivered
Gigi Bohling,Raspberry Choco,Canada,17-Mar-23,882,111,Delivered
Brien Boise,Eclairs,India,17-Mar-23,3809.25,182,Delivered
Dotty Strutley,After Nines,UK,17-Mar-23,5037.75,504,Delivered
Curtice Advani,70% Dark Bites,Canada,17-Mar-23,2814.75,188,Delivered
Madelene Upcott,Almond Choco,UK,20-Mar-23,3267,363,Delivered
Madelene Upcott,Fruit & Nut Bars,India,20-Mar-23,9308.25,333,Delivered
Gunar Cockshoot,Organic Choco Syrup,Australia,20-Mar-23,12872.25,678,Delivered
Roddy Speechley,85% Dark Bars,Canada,20-Mar-23,10228.5,488,Delivered
Beverie Moffet,Orange Choco,UK,20-Mar-23,6979.5,873,Delivered
Barr Faughny,Mint Chip Choco,New Zealand,20-Mar-23,2200.5,170,Delivered
Gunar Cockshoot,Milk Bars,USA,20-Mar-23,1125,67,Delivered
Roddy Speechley,50% Dark Bites,India,20-Mar-23,4128.75,207,Delivered
Gunar Cockshoot,Spicy Special Slims,UK,20-Mar-23,11668.5,778,Delivered
Barr Faughny,70% Dark Bites,UK,21-Mar-23,2657.25,157,Delivered
Curtice Advani,Milk Bars,UK,21-Mar-23,3111.75,184,Delivered
Roddy Speechley,Spicy Special Slims,USA,21-Mar-23,3870,204,Delivered
Kelci Walkden,Eclairs,UK,21-Mar-23,5112,244,Delivered
Karlen McCaffrey,Mint Chip Choco,India,21-Mar-23,9342,935,Delivered
Madelene Upcott,Smooth Silky Salty,UK,21-Mar-23,16557.75,1506,Delivered
Camilla Castle,70% Dark Bites,USA,21-Mar-23,2011.5,135,Delivered
Kaine Padly,Peanut Butter Cubes,Canada,22-Mar-23,8115.75,353,Delivered
Madelene Upcott,Peanut Butter Cubes,Canada,22-Mar-23,7724.25,352,Delivered
Dotty Strutley,50% Dark Bites,UK,22-Mar-23,848.25,48,Delivered
Brien Boise,Smooth Silky Salty,UK,22-Mar-23,3705.75,337,Delivered
Dennison Crosswaite,Fruit & Nut Bars,Canada,22-Mar-23,6453,259,Delivered
Van Tuxwell,Organic Choco Syrup,USA,22-Mar-23,1505.25,76,Delivered
Brien Boise,Peanut Butter Cubes,UK,22-Mar-23,4718.25,215,Delivered
Madelene Upcott,50% Dark Bites,UK,22-Mar-23,5112,256,Delivered
Wilone O'Kielt,Choco Coated Almonds,Australia,22-Mar-23,1903.5,174,Delivered
Van Tuxwell,Smooth Silky Salty,USA,22-Mar-23,3523.5,504,Delivered
Husein Augar,Drinking Coco,India,22-Mar-23,6072.75,507,Delivered
Curtice Advani,Eclairs,New Zealand,23-Mar-23,1611,74,Delivered
Barr Faughny,Peanut Butter Cubes,UK,23-Mar-23,5888.25,268,Delivered
Karlen McCaffrey,Peanut Butter Cubes,UK,23-Mar-23,7420.5,372,Delivered
Brien Boise,Orange Choco,Australia,23-Mar-23,4504.5,564,Delivered
Wilone O'Kielt,Drinking Coco,UK,23-Mar-23,5195.25,520,Cancelled
Jehu Rudeforth,Spicy Special Slims,New Zealand,23-Mar-23,16074,804,Delivered
Gigi Bohling,Mint Chip Choco,UK,24-Mar-23,1833.75,142,Delivered
Dotty Strutley,85% Dark Bars,Canada,24-Mar-23,10278,429,Delivered
Dotty Strutley,Smooth Silky Salty,Canada,24-Mar-23,11792.25,1180,Delivered
Curtice Advani,Spicy Special Slims,Canada,24-Mar-23,2718,136,Delivered
Brien Boise,Mint Chip Choco,India,24-Mar-23,7544.25,581,Delivered
Gunar Cockshoot,Drinking Coco,Canada,27-Mar-23,6050.25,466,Delivered
Barr Faughny,Eclairs,USA,27-Mar-23,1854,98,Delivered
Madelene Upcott,Organic Choco Syrup,Canada,27-Mar-23,9882,450,Cancelled
Beverie Moffet,Drinking Coco,UK,27-Mar-23,5636.25,564,Delivered
Rafaelita Blaksland,99% Dark & Pure,Australia,27-Mar-23,4367.25,190,Delivered
Barr Faughny,Peanut Butter Cubes,Canada,27-Mar-23,5087.25,232,Delivered
Beverie Moffet,Smooth Silky Salty,Canada,27-Mar-23,3813.75,318,Delivered
Marney O'Breen,Fruit & Nut Bars,UK,27-Mar-23,1118.25,44,Delivered
Jehu Rudeforth,Choco Coated Almonds,USA,28-Mar-23,704.25,65,Delivered
Kelci Walkden,70% Dark Bites,India,28-Mar-23,2171.25,109,Delivered
Brien Boise,Smooth Silky Salty,India,28-Mar-23,4644,423,Delivered
Roddy Speechley,Raspberry Choco,UK,28-Mar-23,12190.5,1220,Delivered
Beverie Moffet,Mint Chip Choco,Australia,28-Mar-23,2945.25,227,Delivered
Dennison Crosswaite,Choco Coated Almonds,New Zealand,28-Mar-23,10404,694,Delivered
Gunar Cockshoot,70% Dark Bites,Canada,29-Mar-23,5643,314,Delivered
Marney O'Breen,Eclairs,Canada,29-Mar-23,4133.25,230,Cancelled
Gunar Cockshoot,70% Dark Bites,New Zealand,29-Mar-23,6869.25,382,Delivered
Rafaelita Blaksland,Baker's Choco Chips,Canada,29-Mar-23,191.25,12,Delivered
Andria Kimpton,Manuka Honey Choco,Australia,29-Mar-23,6489,309,Delivered
Madelene Upcott,85% Dark Bars,New Zealand,29-Mar-23,6149.25,280,Delivered
Dennison Crosswaite,Eclairs,India,29-Mar-23,3750.75,188,Delivered
Kelci Walkden,70% Dark Bites,USA,29-Mar-23,155.25,9,Delivered
Wilone O'Kielt,Baker's Choco Chips,USA,30-Mar-23,4142.25,277,Delivered
Oby Sorrel,Organic Choco Syrup,USA,30-Mar-23,14793.75,779,Delivered
Dotty Strutley,70% Dark Bites,UK,31-Mar-23,8673.75,482,Delivered
Roddy Speechley,Spicy Special Slims,USA,31-Mar-23,2205,130,Delivered
Kelci Walkden,Eclairs,India,31-Mar-23,5868,256,Delivered
Van Tuxwell,Choco Coated Almonds,Canada,31-Mar-23,1667.25,152,Delivered
Marney O'Breen,Manuka Honey Choco,India,31-Mar-23,4963.5,276,Delivered
Beverie Moffet,Milk Bars,Canada,31-Mar-23,1516.5,85,Cancelled
Roddy Speechley,Smooth Silky Salty,New Zealand,31-Mar-23,6329.25,905,Delivered
Camilla Castle,50% Dark Bites,Australia,31-Mar-23,7438.5,414,Delivered
Jan Morforth,50% Dark Bites,USA,31-Mar-23,2967.75,157,Delivered
Gunar Cockshoot,Raspberry Choco,New Zealand,31-Mar-23,3195,320,Delivered
Husein Augar,Drinking Coco,USA,31-Mar-23,5204.25,521,Delivered
Curtice Advani,Raspberry Choco,USA,31-Mar-23,553.5,80,Delivered
Andria Kimpton,70% Dark Bites,New Zealand,31-Mar-23,5116.5,342,Delivered
Husein Augar,Choco Coated Almonds,India,31-Mar-23,6480,463,Delivered
Marney O'Breen,Mint Chip Choco,Australia,31-Mar-23,92.25,7,Delivered
Wilone O'Kielt,85% Dark Bars,India,03-Apr-23,3843,183,Delivered
Dennison Crosswaite,50% Dark Bites,Canada,03-Apr-23,11011.5,580,Delivered
Beverie Moffet,Almond Choco,Australia,03-Apr-23,13547.25,1355,Delivered
Andria Kimpton,Milk Bars,India,03-Apr-23,5031,296,Delivered
Andria Kimpton,Orange Choco,Australia,03-Apr-23,445.5,50,Delivered
Roddy Speechley,70% Dark Bites,India,03-Apr-23,2121.75,118,Delivered
Ches Bonnell,Orange Choco,New Zealand,03-Apr-23,2040.75,227,Delivered
Kelci Walkden,Baker's Choco Chips,Australia,03-Apr-23,5859,293,Delivered
Kelci Walkden,70% Dark Bites,Australia,03-Apr-23,5143.5,322,Delivered
Curtice Advani,After Nines,Canada,03-Apr-23,6473.25,648,Delivered
Gigi Bohling,Orange Choco,Australia,03-Apr-23,11272.5,1025,Delivered
Rafaelita Blaksland,Baker's Choco Chips,India,03-Apr-23,6837.75,342,Cancelled
Dotty Strutley,White Choc,Australia,03-Apr-23,4212,169,Delivered
Ches Bonnell,Manuka Honey Choco,Australia,03-Apr-23,3548.25,162,Delivered
Curtice Advani,85% Dark Bars,Australia,03-Apr-23,7492.5,326,Delivered
Jan Morforth,Eclairs,New Zealand,03-Apr-23,7497,375,Delivered
Dennison Crosswaite,Eclairs,UK,03-Apr-23,4605.75,220,Delivered
Karlen McCaffrey,70% Dark Bites,USA,03-Apr-23,4299.75,215,Delivered
Andria Kimpton,70% Dark Bites,Australia,03-Apr-23,3294,194,Delivered
Dotty Strutley,Drinking Coco,Australia,03-Apr-23,5256,657,Delivered
Andria Kimpton,Mint Chip Choco,UK,04-Apr-23,596.25,55,Delivered
Barr Faughny,Spicy Special Slims,USA,04-Apr-23,2934,196,Delivered
Gunar Cockshoot,Choco Coated Almonds,India,04-Apr-23,5976,427,Cancelled
Oby Sorrel,Organic Choco Syrup,UK,04-Apr-23,3942,188,Delivered
Brien Boise,Raspberry Choco,USA,04-Apr-23,90,12,Delivered
Beverie Moffet,Fruit & Nut Bars,India,04-Apr-23,8370,335,Delivered
Dotty Strutley,Caramel Stuffed Bars,USA,04-Apr-23,254.25,14,Delivered
Karlen McCaffrey,50% Dark Bites,UK,04-Apr-23,8032.5,402,Delivered
Barr Faughny,Choco Coated Almonds,Canada,05-Apr-23,2902.5,264,Delivered
Beverie Moffet,85% Dark Bars,USA,05-Apr-23,10446.75,402,Delivered
Barr Faughny,Peanut Butter Cubes,USA,05-Apr-23,6579,287,Delivered
Brien Boise,Choco Coated Almonds,India,06-Apr-23,4628.25,331,Delivered
Karlen McCaffrey,Baker's Choco Chips,USA,06-Apr-23,5136.75,257,Delivered
Ches Bonnell,Smooth Silky Salty,UK,06-Apr-23,834.75,93,Delivered
Husein Augar,Eclairs,UK,06-Apr-23,4515.75,251,Delivered
Brien Boise,Eclairs,India,06-Apr-23,749.25,42,Delivered
Dennison Crosswaite,Fruit & Nut Bars,India,06-Apr-23,11592,414,Delivered
Van Tuxwell,99% Dark & Pure,USA,06-Apr-23,4286.25,215,Delivered
Wilone O'Kielt,Choco Coated Almonds,UK,06-Apr-23,7537.5,539,Cancelled
Gunar Cockshoot,70% Dark Bites,Canada,06-Apr-23,4092.75,205,Delivered
Madelene Upcott,Drinking Coco,USA,06-Apr-23,4938.75,549,Delivered
Ches Bonnell,Baker's Choco Chips,Canada,07-Apr-23,6270.75,419,Delivered
Andria Kimpton,Almond Choco,USA,07-Apr-23,5517,613,Delivered
Dotty Strutley,Organic Choco Syrup,Canada,07-Apr-23,12233.25,644,Delivered
Dotty Strutley,Organic Choco Syrup,New Zealand,07-Apr-23,12647.25,633,Delivered
Dotty Strutley,Caramel Stuffed Bars,Canada,07-Apr-23,231.75,13,Delivered
Andria Kimpton,Smooth Silky Salty,UK,07-Apr-23,2306.25,289,Delivered
Karlen McCaffrey,Mint Chip Choco,UK,07-Apr-23,753.75,76,Delivered
Jehu Rudeforth,Drinking Coco,UK,07-Apr-23,6682.5,743,Delivered
Oby Sorrel,50% Dark Bites,India,07-Apr-23,11013.75,525,Delivered
Mallorie Waber,Manuka Honey Choco,India,07-Apr-23,456.75,25,Delivered
Karlen McCaffrey,Manuka Honey Choco,Australia,07-Apr-23,1062,56,Delivered
Rafaelita Blaksland,Drinking Coco,Canada,07-Apr-23,4968,414,Delivered
Curtice Advani,Orange Choco,USA,07-Apr-23,10154.25,924,Delivered
Rafaelita Blaksland,Almond Choco,Canada,07-Apr-23,3350.25,305,Delivered
